event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
comm_sniffer,report,,,player_comm_sniffer,Schnüffeldaten,"Ein Anhang enthält einen Auszug aus dem Nachrichtenverkehr, der sowohl von Menschen als auch automatisch erzeugt wurde und das $system-System durchläuft.","Verbessert die Chancen, zukünftige Ereignisse im Sternensystem genau vorherzusagen.",,,,,
,,,,,,,,,,,,
# person bounty reports,,,,,,,,,,,,
person_bounty,start_pirate,,,news,$bountyCredits Kredit-Kopfgeld ausgesetzt von $theFaction auf $targetName,"Die Behörden von $Faction, $onOrAt und $market haben ein Kopfgeld für die Ergreifung von $targetName, einem berüchtigten Piraten, ausgesetzt.","$bountyCredits Kreditbelohnung, die über einen sicheren Kommunikationskanal durch ein nahe gelegenes Kommunikationsrelais geliefert wird.

Ausgeschrieben für $daysLeft Tage.

$targetDesc

Gerüchten zufolge $hideoutCrumb.",,,,,
person_bounty,start_deserter,,,news,$bountyCredits Kredit-Kopfgeld ausgesetzt von $theFaction auf $targetName,"Die Behörden von $Faction, $onOrAt und $market haben ein Kopfgeld ausgesetzt, um den wegen Desertion verurteilten $targetName vor Gericht zu bringen.","$bountyCredits Kreditbelohnung wird über einen sicheren Kommunikationskanal durch ein nahe gelegenes Kommunikationsrelais geliefert.

Ausgeschrieben für $daysLeft Tage.

$targetDesc

Gerüchten zufolge $hideoutCrumb.",,,,,
person_bounty,bounty_payment_end,,,secure_comm,Kopfgeldzahlung von $theFaction: $bountyCredits-Credits,"Die Nachricht enthält einen verschlüsselten Anhang, der eine Zahlung von $bountyCredits-Credits für die Verurteilung von $targetName enthält.",$bountyCredits Credits erworben.,,graphics/icons/intel/gain_credits.png,nomap,,
person_bounty,bounty_payment_share_end,,,secure_comm,Kopfgeldzahlung von $theFaction: $bountyCredits-Credits,"Die Nachricht enthält einen verschlüsselten Anhang mit Ihrem Anteil am Kopfgeld, das sich auf $bountyCredits Credits beläuft, wenn Sie $targetName vor Gericht bringen.",$bountyCredits Credits erworben.,,graphics/icons/intel/gain_credits.png,nomap,,
person_bounty,bounty_no_payment_end,,,player_intel_always,Bewertung: $targetName-Kopfgeld,Die Nachricht enthält einen internen Geheimdienstbericht über das auf $targetName. ausgesetzte Kopfgeld.,"Keine Kopfgeldzahlung, da $theFaction Ihnen gegenüber $factionStanding ist.",,,nomap,,
person_bounty,bounty_no_rep_end,,,player_intel_always,Bewertung: $targetName-Kopfgeld,Die Nachricht enthält einen internen Geheimdienstbericht über das auf $targetName. ausgesetzte Kopfgeld.,"Keine Kopfgeldzahlung oder Verbesserung der Beziehung, weil $theFaction dir gegenüber $factionStanding ist.",,,nomap,,
person_bounty,other_end,,,news,Kopfgeld auf $targetName vorbei,"Berichten zufolge wurde $targetName bei einem Vorfall getötet, der nichts mit der Auslobung des Kopfgeldes zu tun hat.",Das Kopfgeld ist nicht mehr im Angebot.,,,nomap,,
person_bounty,expire_end,,,news,Kopfgeld auf $targetName vorbei,"Die Behörden von $Faction, $onOrAt und $market haben das zuvor auf $targetName. ausgesetzte Kopfgeld zurückgezogen.",Das Kopfgeld ist nicht mehr im Angebot.,,,nomap,,
,,,,,,,,,,,,
# test mission,,,,,,,,,,,,
test_mission,start,,,player_intel_always,Testauftrag angenommen,"Sie haben eine Testmission angenommen. Herzlichen Glückwunsch, denke ich.",Mit einer Belohnung ist nicht zu rechnen.,,,,,
test_mission,end_success,,,player_intel_always,Testmission erfolgreich abgeschlossen,Testmission erfolgreich abgeschlossen.,,,,,,
test_mission,end_failure,,,player_intel_always,Testeinsatz gescheitert,Testmission gescheitert.,,,,,,
,,,,,,,,,,,,
# market procurement mission,,,,,,,,,,,,
market_procurement,posting,,,posting,Erwerben Sie $quantity Einheiten von $commodity und liefern Sie an $market innerhalb von $daysLeft gegen eine $rewardCredits Zahlung.,"Kontaktieren Sie $contactDesc $contactName bei $market, um die Lieferung abzuschließen.","Die Grundvergütung beträgt $perUnit pro Einheit.

$market wird von den $marketFaction-Behörden kontrolliert.

$contactName $contactDetail.",,,no_system_prefix,,
market_procurement,posting_bonus,,,posting,Erwerben Sie $quantity Einheiten von $commodity und liefern Sie an $market innerhalb von $daysLeft für eine $rewardCredits Zahlung. $bonusCredits Bonus für Lieferung innerhalb von $bonusDays.,"Kontaktieren Sie $contactDesc $contactName bei $market, um die Lieferung abzuschließen.","Die Grundvergütung beträgt $perUnit pro Einheit.

$market wird von den $marketFaction-Behörden kontrolliert.

$contactName $contactDetail.",,,,,
market_procurement,accept,,,secure_comm,Akzeptiert: $quantity-Einheit(en) von $commodity erwerben und an $market liefern,"Erwerben Sie $quantity Einheiten von $commodity und liefern Sie an $market.

Kontaktieren Sie $contactDesc $contactName bei $market, um die Lieferung abzuschließen.","$daysLeft, um die Lieferung abzuschließen.

$rewardCredits Belohnung ($perUnit pro Einheit).

$market wird von $marketFaction Behörden kontrolliert.

$contactName $contactDetail.",,,"no_system_prefix, important",,
market_procurement,accept_bonus,,,secure_comm,Akzeptiert: $quantity-Einheit(en) von $commodity erwerben und an $market liefern,"Erwerben Sie $quantity Einheiten von $commodity und liefern Sie an $market.

Kontaktieren Sie $contactDesc $contactName bei $market, um die Lieferung abzuschließen.","$daysLeft, um die Lieferung abzuschließen.

$rewardCredits Belohnung ($perUnit pro Einheit).

$bonusCredits Bonus bei Lieferung innerhalb von $bonusDays.

$market wird von den $marketFaction Behörden kontrolliert.

$contactName $contactDetail.",,,"no_system_prefix, important",,
market_procurement,success,,,player_intel_always,Abgeschlossen: $quantity-Einheit(en) von $commodity an $market geliefert,Mission erfolgreich abgeschlossen.,$actualReward hat gewonnen.,,,"no_system_prefix, important",,
market_procurement,success_bonus,,,player_intel_always,Abgeschlossen: $quantity-Einheit(en) von $commodity an $market geliefert,Mission erfolgreich abgeschlossen.,"$actualReward gewonnen, einschließlich $bonusCredits Bonus.",,,"no_system_prefix, important",,
market_procurement,failure,,,player_intel_always,Gescheitert: $quantity-Einheit(en) von $commodity konnte(n) nicht rechtzeitig an $market geliefert werden,Auftrag gescheitert - Frist nicht eingehalten.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# analyze entity mission,,,,,,,,,,,,
analyze_entity,posting,,,posting,Führen Sie das bereitgestellte Sensorpaket auf $entityName in $systemName innerhalb von $daysLeft für die Zahlung von $rewardCredits aus.,Der Auftrag gilt als abgeschlossen und die Zahlung wird sofort nach Ausführung des Sensorpakets verbucht.,$locationHint,,,no_system_prefix,,
analyze_entity,accept,,,secure_comm,Akzeptiert: Sensorpaket auf $entityName in $systemName ausführen,"$rewardCredits Belohnung, muss innerhalb von $daysLeft. abgeschlossen werden

Die Mission gilt als abgeschlossen und die Zahlung wird sofort nach Ausführung des Sensorpakets verbucht.",$locationHint,,,"no_system_prefix, important",,
analyze_entity,failure,,,player_intel_always,Fehlgeschlagen: Sensorpaket auf $entityName in $systemName ausführen,Auftrag gescheitert - Frist nicht eingehalten.,,,,"no_system_prefix, important",,
analyze_entity,success,,,player_intel_always,Abgeschlossen: Sensorpaket auf $entityName in $systemName ausführen,Mission erfolgreich abgeschlossen.,$rewardCredits hat gewonnen.,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# survey planet mission,,,,,,,,,,,,
survey_planet,posting,,,posting,Führen Sie eine vollständige Umfrage zu $planetName in $systemName innerhalb von $daysLeft für $rewardCredits Zahlung durch.,Der Auftrag gilt als abgeschlossen und die Zahlung wird unmittelbar nach Abschluss der Umfrage verbucht.,$surveyInfo,,,no_system_prefix,,
survey_planet,accept,,,secure_comm,Angenommen: Durchführung einer vollständigen Erhebung über $planetName in $systemName,"$rewardCredits Belohnung, muss innerhalb von $daysLeft. abgeschlossen werden

Die Mission gilt als abgeschlossen und die Zahlung wird sofort nach Abschluss der Umfrage verbucht.",$surveyInfo,,,"no_system_prefix, important",,
survey_planet,failure,,,player_intel_always,Fehlgeschlagen: Durchführung einer vollständigen Umfrage auf $planetName in $systemName,Auftrag gescheitert - Frist nicht eingehalten.,,,,"no_system_prefix, important",,
survey_planet,success,,,player_intel_always,Abgeschlossen: Durchführung einer vollständigen Erhebung über $planetName in $systemName,Mission erfolgreich abgeschlossen.,$rewardCredits hat gewonnen.,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# tutorial mission,,,,,,,,,,,,
tutorial_mission,start,,,secure_comm,Sichere Kommunikation von Ancyra,"Sie erhalten einen Funkspruch von der wichtigsten bewohnten Welt des Systems, Ancyra.

Die Nachricht ist kurz und fordert Sie auf, dorthin zu reisen und $mainContactPost $mainContactName so schnell wie möglich zu kontaktieren.",,,,"no_system_prefix, important",,
tutorial_mission,sneak_start,,,player_intel_always,Erfassen von Sprungpunktdaten in Derinkuyu,"Wenden Sie sich an $dataContactName in der Bergbaustation Derinkuyu, um die Rohdaten der Sprungpunkte zu erhalten.

Der Kontakt muss mit ausgeschaltetem Transponder erfolgen, da die Bergleute von Derinkuyu zu Piraten geworden sind und Ihre Flotte andernfalls angegriffen werden wird.","Verwenden Sie ""Go Dark"", um nicht entdeckt zu werden, und ""Emergency Burn"", um zu entkommen, wenn Sie gesehen werden.",,,"no_system_prefix, important",,
tutorial_mission,sneak_end,,,player_intel_always,Rückkehr nach Ancyra mit den Daten,"Kehren Sie nach Ancyra zurück und kontaktieren Sie $mainContactPost $mainContactLastName, um die Sprungpunktdaten zu liefern.",,,,"no_system_prefix, important",,
tutorial_mission,salvage_core_start,,,player_intel_always,Bergung eines KI-Kerns aus einem Wrack,"Die Analyse der Sprungpunktdaten erfordert einen KI-Kern.

Es gibt eine Erkundungssonde aus der Domain-Ära außerhalb der Umlaufbahn von Pontus. Wenn sie geborgen wird, dürfte sie einen Gamma-KI-Kern enthalten, der für diese Aufgabe ausreichen sollte.","Gehen Sie zu Pontus, begeben Sie sich in Richtung des Asteroidengürtels und verwenden Sie dann einen aktiven Sensorstoß, um die Sonde zu lokalisieren.

Nähern Sie sich ihr und bergen Sie sie, oder zerschlagen Sie sie zu Schrott und durchsuchen Sie das entstandene Trümmerfeld.

Es ist wahrscheinlich, dass Sie zuerst einige automatische Verteidigungsanlagen überwinden müssen.",,,"no_system_prefix, important",,
tutorial_mission,salvage_core_end,,,player_intel_always,Rückkehr nach Ancyra mit dem KI-Kern,"Kehren Sie nach Ancyra zurück und kontaktieren Sie $mainContactPost $mainContactLastName, um den KI-Kern zu liefern.",,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_start,,,player_intel_always,Bergung stillgelegter Schiffe um Tetra,"Gehe zum Schiffsfriedhof um Tetra und berge so viele Schiffe wie möglich.

Bringen Sie zusätzliche Besatzungen für die geborgenen Schiffe und zusätzliche Vorräte mit, um ihre Kampfbereitschaft wiederherzustellen.",,,,"no_system_prefix, important",,
tutorial_mission,ship_recovery_end,,,player_intel_always,Rückkehr nach Ancyra und Ausrüstung der geborgenen Schiffe,"Kehren Sie zu $mainContactPost $mainContactLastName in Ancyra zurück, um Hilfe bei der Ausrüstung der geborgenen Schiffe mit Waffen zu erhalten.",,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point,,,player_intel_always,Stabilisierung des inneren System-Sprungpunkts,"Verwenden Sie die vom KI-Kern erzeugte Hyperwellensequenz, um den Sprungpunkt innerhalb des Systems zu stabilisieren.

Sie müssen zuerst die Piraten besiegen, die ihn bewachen.",,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point_done,,,player_intel_always,Kehren Sie nach Ancyra zurück und melden Sie Ihren Erfolg,"Die Verbindung Galatiens mit dem Hyperraum wurde wiederhergestellt, und die Handelsflotten können das System wieder betreten und verlassen.

Die Führung der Derinkuyu wird sicherlich bald von einfachen Bergleuten gestürzt werden, die sich wieder auf die richtige Seite des Gesetzes stellen wollen.",,,,"no_system_prefix, important",,
tutorial_mission,deliver_message,,,player_intel_always,Übermittlung des Berichts an Jangala im Corvus-System,"$MainContactRank $mainContactLastName hat dich damit beauftragt, dem $jangalaContactPost $jangalaContactLastName in Jangala einen detaillierten Bericht über die jüngsten Ereignisse zu übermitteln.

Vergewissern Sie sich, dass Sie genug Treibstoff haben, um die Reise erfolgreich zu absolvieren.",,,,"no_system_prefix, important",,
tutorial_mission,end,,,player_intel_always,Bericht geliefert,Sie haben den Bericht abgeliefert und Ihr Ansehen bei der Hegemony ist erheblich gestiegen.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# faction commission,,,,,,,,,,,,
faction_commission,posting,,,posting,"Wird für die meisten Käufe auf dem Militärmarkt benötigt und zahlt ein kleines Kopfgeld auf Feinde der Fraktion, die dem Inhaber der Kommission feindlich gesinnt sind.","Das Kopfgeld beginnt bei $baseBounty Credits für eine feindliche Fregatte und steigt bei größeren Schiffen an.

Wird annulliert, wenn der Ruf des Kommissionsinhabers bei $theFaction unter neutral fällt.",,,,important,,
faction_commission,accept,,,secure_comm,$Faction Kommission angenommen,"Wird für die meisten Käufe auf dem Militärmarkt benötigt und zahlt ein kleines Kopfgeld auf Feinde der Fraktion, die dem Inhaber der Kommission feindlich gesinnt sind.","Das Kopfgeld beginnt bei $baseBounty Credits für eine feindliche Fregatte und steigt bei größeren Schiffen an.

Wird annulliert, wenn der Ruf des Kommissionsinhabers bei $theFaction unter neutral fällt.
",,,important,,
faction_commission,become_hostile,,,secure_comm,$otherFaction ist jetzt feindselig,"Da Sie einen Auftrag von $theFaction angenommen haben, ist $theOtherFactionLong Ihnen gegenüber nun feindselig eingestellt.",,,,"important, nomap",,
faction_commission,bounty_payment,,,secure_comm,Zahlung von $theFaction: $bountyCredits Kredite,"Die Nachricht hat einen verschlüsselten Anhang, der eine Zahlung von $bountyCredits Credits für den Kampf gegen Feinde von $theFaction. enthält

Sie verweist auf Fluglogdaten aus Ihrem letzten Kampf gegen $enemyDesc.",$bountyCredits Credits erworben.,,graphics/icons/intel/gain_credits.png,nomap,,
faction_commission,annul,,,secure_comm,Auftrag mit $theFaction annulliert,"Bei der Nachricht handelt es sich um eine offizielle Mitteilung von $theFaction, in der Ihr Auftrag wegen mangelnden Ansehens annulliert wird.","Kann einen weiteren Auftrag annehmen, wenn sich seine Position verbessert.",,,"important, nomap",,
faction_commission,rep_drop_hostile,,,secure_comm,$Faction Hinweis auf: Hostien mit $theOtherFaction,"Bei der Nachricht handelt es sich um ein offizielles Kommuniqué von $theFaction, in dem Ihre angeblichen Feindseligkeiten mit $theOtherFaction in Frage gestellt und Sie in deutlichen Worten daran erinnert werden, dass $theOtherFaction $otherFactionIsOrAre kein Feind von $theFaction. ist",Ihre Aktionen können zu offenen Feindseligkeiten zwischen $theFaction und $theOtherFaction. führen.,,,nomap,,
,,,,,,,,,,,,
# faction hostility,,,,,,,,,,,,
faction_hostility,warning,,,secure_comm,Drohende Feindseligkeiten zwischen $theOneFaction und $theTwoFaction,"Sie erhalten eine Warnung von $theCommissionFaction, dass der allgemeine Zustand des kalten Krieges mit $theOtherFaction mit ziemlicher Sicherheit in wenigen Wochen zu offenen Feindseligkeiten führen wird.","$TheOtherFaction wird Ihnen gegenüber feindselig werden, da Sie einen $commissionFaction-Auftrag haben.

Ihr Ansehen bei $theOtherFaction wird nach Beendigung der Feindseligkeiten weitgehend wiederhergestellt sein.",,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,start,,,news,Offene Feindseligkeiten zwischen $theOneFaction und $theTwoFaction,"Der allgemeine Zustand des kalten Krieges zwischen $theOneFaction und $theTwoFaction hat sich zu offenen Feindseligkeiten entwickelt.

Größere Flottenaktionen oder Angriffe auf Bevölkerungszentren sind jedoch nicht zu erwarten, und die meisten Experten sagen voraus, dass innerhalb eines Zyklus eine Art Friedensabkommen geschlossen wird.",,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,end,,,news,Waffenstillstand zwischen $theOneFaction und $theTwoFaction,"Es wurde eine Einigung auf geheimem Wege erzielt, die offenen Feindseligkeiten zwischen $theOneFaction und $theTwoFaction wurden eingestellt, und der normale Handel wurde wieder aufgenommen.",Die offenen Feindseligkeiten sind vorbei.,,graphics/icons/intel/faction_peace.png,important,,
,,,,,,,,,,,,
# civil disorder,,,,,,,,,,,,
civil_disorder,possible1,,,player_intel,Mögliche innere Unruhen $onOrAt $market,"Es gibt Anzeichen dafür, dass es innerhalb weniger Wochen zu zivilen Unruhen kommen wird $onOrAt $market",Geringere Produktion $onOrAt $market.,,,,,
civil_disorder,possible2,,,news,Mögliche innere Unruhen $onOrAt $market,Ein prominenter intellektueller $onOrAt $market veröffentlichte eine kritische Stellungnahme zu $rulingfaction und wurde kurz darauf verhaftet. Die Verantwortlichen von $rulingfaction haben keinen Kommentar abgegeben.,Vermehrte Anzeichen für zivile Unruhen $onOrAt $market.,,,,,
civil_disorder,possible3,,,news,Mögliche innere Unruhen $onOrAt $market,"Vor dem Sitz der örtlichen $rulingFaction-Verwaltung fand ein Protest statt $onOrAt $market. Die Menge wurde von den Behörden auseinandergetrieben, wobei es mehrere Tote gab.",Vermehrte Anzeichen für zivile Unruhen $onOrAt $market.,,,,,various factions may comment on this event
civil_disorder,possible3,,HOSTILE,"tritachyon_public,
hegemony_public",Mögliche innere Unruhen $onOrAt $market,"$faction hat eine Erklärung veröffentlicht, in der die unnötig harte $rulingFaction Niederschlagung der Proteste $onOrAt $market. verurteilt wird",Vermehrte Anzeichen für zivile Unruhen $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",Mögliche innere Unruhen $onOrAt $market,"$faction hat eine Erklärung veröffentlicht, in der die Proteste von $onOrAt $market verurteilt und ihre Anführer aufgefordert werden, sich den Beamten von $rulingFaction zu stellen.",Vermehrte Anzeichen für zivile Unruhen $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible4,,,news,Mögliche innere Unruhen $onOrAt $market,"Die örtlichen $rulingfaction-Behörden $onOrAt $market haben bekannt gegeben, dass mehrere prominente regierungsfeindliche Aufwiegler verhaftet worden sind.",Vermehrte Anzeichen für zivile Unruhen $onOrAt $market.,,,,,
civil_disorder,likely,,,player_intel,Wahrscheinlich zivile Unruhen $onOrAt $market,"Es gibt Anzeichen dafür, dass es innerhalb weniger Wochen mit ziemlicher Sicherheit zu Unruhen kommen wird $onOrAt $market",Geringere Produktion $onOrAt $market.,,,,,
civil_disorder,start1,,,news,Zivile Unruhen $onOrAt $market,"Ein Generalstreik ist ausgebrochen $onOrAt $market. $rulingfaction Beamte haben eine Erklärung veröffentlicht, in der sie die Aktionen einiger regierungsfeindlicher Rädelsführer verurteilen.",Geringere Produktion $onOrAt $market.,,,,,
civil_disorder,start2,,,news,Zivile Unruhen $onOrAt $market,"Eine Reihe von Bombenanschlägen auf Einrichtungen von $rulingparty $onOrAt $market hat stattgefunden. Es wurde eine offizielle Erklärung abgegeben, in der versprochen wurde, dass die Täter vor Gericht gestellt werden.",Geringere Produktion $onOrAt $market.,,,,,
civil_disorder,start3,,,news,Zivile Unruhen $onOrAt $market,Sabotageakte haben die großen Produktionszentren $onOrAt $market zum Stillstand gebracht.,Geringere Produktion $onOrAt $market.,,,,,
civil_disorder,ending1,,,news,,"$onOrAt $market wurde das Kriegsrecht verhängt, um Unruhen zu unterdrücken.",Die Produktion wird wahrscheinlich bald wieder auf ein normales Niveau zurückkehren.,,,,,
civil_disorder,ending2,,,news,,$rulingfaction-Beamte $onOrAt $market haben Razzien in mehreren Unterschlüpfen der Opposition angekündigt. Die daraus resultierende Schießerei führte zu zahlreichen Opfern.,Die Produktion wird wahrscheinlich bald wieder auf ein normales Niveau zurückkehren.,,,,,
civil_disorder,ending3,,,news,,"Marineinfanteristen wurden in die wichtigsten Bevölkerungszentren $onOrAt $market entsandt, um die Unruhen zu unterdrücken.",Die Produktion wird wahrscheinlich bald wieder auf ein normales Niveau zurückkehren.,,,,,
civil_disorder,ending4,,,news,,Gespräche zwischen $rulingFaction und den Oppositionsführern $onOrAt $market. haben begonnen,Die Produktion wird wahrscheinlich bald wieder auf ein normales Niveau zurückkehren.,,,,,
civil_disorder,end1,,,news,,Das Kriegsrecht wurde aufgehoben und der Frieden in $market. ist wiederhergestellt.,Die Produktion ist wieder auf einem normalen Niveau.,,,,,
civil_disorder,end2,,,news,,"Die Marineinfanteristen wurden aus den wichtigsten Bevölkerungszentren abgezogen, da in $market. wieder Frieden herrscht.",Die Produktion ist wieder auf einem normalen Niveau.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,Mögliche terroristische Anschläge auf Sindria,"Nachrichtendienstliche Erkenntnisse deuten darauf hin, dass sich Terroristen einen Vorrat an illegalen Waffen beschafft haben und beabsichtigen, diese gegen Regierungsziele einzusetzen.",Wahrscheinlich ist die Produktion in Sindria zurückgegangen.,,,,,precursor to terrorist attacks
sindria_terrorists,start1,,,news,Terroristische Anschläge auf Sindrien,"Ein öffentliches Denkmal zum Gedenken an die militärischen Siege des Löwen wurde bei einem mitternächtlichen Bombenanschlag zerstört, der von den Verantwortlichen des Diktats umgehend verurteilt wurde. In den größeren Städten wurde eine vorübergehende Ausgangssperre verhängt und die Sicherheitspatrouillen wurden verstärkt.",Geringere Produktion auf Sindria.,,,,,start option 1
sindria_terrorists,start2,,,news,Terroristische Anschläge auf Sindrien,"Mehrere Bomben wurden in wichtigen Industriezentren Sindriens gefunden und entschärft. Überall auf dem Planeten wurden Anlagen stillgelegt und nach Bomben durchsucht. Ein Beamter des Diktats kündigte die Bildung einer Sondereinheit an, um die Täter zu finden.",Geringere Produktion auf Sindria.,,,,,start option 2
sindria_terrorists,start3,,,news,Terroristische Anschläge auf Sindrien,"Auf Sindria hat es eine Reihe von Bombenanschlägen auf Büros der Diktatverwaltung gegeben. In einer Erklärung von Diktat-Beamten wurde versprochen, dass die Terroristen schnell zur Rechenschaft gezogen werden würden.",Geringere Produktion auf Sindria.,,,,,start option 3
sindria_terrorists,continued1,,,news,Terroristische Anschläge auf Sindrien,"Mehrere Explosionen erschütterten die oberen Stockwerke der großen Hive-Städte; die Anführer der Terroristen haben eine Holovid-Erklärung veröffentlicht, in der es heißt, dass die Bombenanschläge so lange fortgesetzt werden, bis bestimmte politische Gefangene, die auf Cruor festgehalten werden, von den Behörden des Diktats freigelassen werden.",Geringere Produktion auf Sindria.,,,,,"may proceed through zero or more of the ""continued"" event stages before reaching one of the concluding stages."
sindria_terrorists,continued2,,,news,Terroristische Anschläge auf Sindrien,"Bewaffnete Terroristen stürmten heute ein Rekrutierungszentrum der Diktat-Marine. Alle wurden in einem stundenlangen Feuergefecht getötet, das zahlreiche zivile Opfer forderte. Diktat-Beamte haben die feige Tat verurteilt.",Geringere Produktion auf Sindria.,,,,,""""
sindria_terrorists,concluding1,,,news,Terroristische Anschläge auf Sindrien beendet,"Ein Unterschlupf der Terroristen wurde von den Sicherheitskräften gestürmt, aber verlassen aufgefunden. Beamte des Geheimdienstes Diktat behaupten, dass sie Beweise gefunden haben, die helfen werden, die Terroristen aufzuspüren.",Die Produktion auf Sindria wird bald wieder auf ein normales Niveau zurückkehren.,,,,,
sindria_terrorists,concluding2,,,news,Terroristische Anschläge auf Sindrien beendet,Ein Gefolgsmann der Terroristen wurde gefangen genommen und vom Geheimdienst des Diktats verhört. Nach offiziellen Angaben steht die Jagd auf die Terroristenführer kurz vor dem Abschluss.,Die Produktion auf Sindria wird bald wieder auf ein normales Niveau zurückkehren.,,,,,
sindria_terrorists,end1,,,news,Die Terroranschläge auf Sindria wurden eingestellt.,"In einer plötzlichen Aktion am frühen Morgen stürmten die Sicherheitskräfte des Diktats mehrere Verstecke von Terroristen. Nach offiziellen Angaben detonierte unsachgemäß gelagerte Munition, wobei es keine Überlebenden gab.",Das Produktionsniveau auf Sindria kehrt zur Normalität zurück.,,,,,
sindria_terrorists,end2,,,news,Die Terroranschläge auf Sindria wurden eingestellt.,"Die Sicherheitskräfte des Diktats haben Terroristenführer gefangen genommen, die versuchten, aus Sindrien zu fliehen. Offizielle Stellen haben erklärt, dass es nach ihrer Verhaftung durch den Geheimdienst des Diktats zu einem raschen Prozess und einer öffentlichen Hinrichtung kommen wird.",Das Produktionsniveau auf Sindria kehrt zur Normalität zurück.,,,,,"Like a Cardassian novel, everyone arrested in Sindria is guilty - the only question remains: of what?"
